Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s)
9.12,491.0,-183.0,81.0,1134.0,-6.669426599999998
9.14,528.0,124.0,-15.0,939.0,-6.645097799999996
9.16,525.0,-42.0,-503.0,674.0,-6.653338199999996
9.18,530.0,58.0,70.0,624.0,-6.641958599999996
9.2,526.0,46.0,-440.0,319.0,-6.632933399999996
9.22,524.0,93.0,-261.0,542.0,-6.614686799999995
9.24,539.0,-42.0,-46.0,678.0,-6.622927199999995
9.26,554.0,-171.0,-280.0,908.0,-6.656477399999995
9.28,560.0,175.0,-171.0,581.0,-6.622142399999995
9.3,599.0,-284.0,-105.0,1045.0,-6.677863199999999
9.32,607.0,-31.0,210.0,1185.0,-6.683945399999999
9.34,591.0,128.0,-156.0,1119.0,-6.6588318
9.36,629.0,-163.0,-308.0,585.0,-6.690812399999999
9.38,642.0,50.0,-503.0,1154.0,-6.681002399999998
9.4,645.0,-31.0,230.0,1002.0,-6.687084599999998
9.42,649.0,-89.0,179.0,1470.0,-6.704546399999997
9.44,651.0,-128.0,-491.0,826.0,-6.729659999999996
9.46,656.0,-187.0,35.0,1119.0,-6.766349399999999
9.48,657.0,-31.0,245.0,1275.0,-6.772431599999999
9.5,663.0,0.0,-748.0,577.0,-6.772431599999999
9.52,666.0,-175.0,35.0,967.0,-6.806766599999999
9.54,670.0,-234.0,390.0,994.0,-6.8526773999999975
9.56,674.0,-132.0,-152.0,858.0,-6.878575799999999
9.58,675.0,-183.0,0.0,1240.0,-6.914480399999999
9.6,680.0,-70.0,-425.0,861.0,-6.928214399999998
9.62,683.0,46.0,304.0,811.0,-6.919189199999998
9.64,686.0,89.0,-549.0,495.0,-6.901727399999997
9.66,689.0,-273.0,-471.0,1138.0,-6.955289999999995
9.68,693.0,-97.0,-347.0,768.0,-6.974321399999995
9.7,695.0,-58.0,58.0,1111.0,-6.985700999999994
9.72,699.0,-113.0,-343.0,752.0,-7.007871599999996
9.74,705.0,-105.0,-417.0,776.0,-7.028472599999995
9.76,706.0,-19.0,-54.0,752.0,-7.032200399999995
9.78,712.0,-140.0,-308.0,1193.0,-7.059668399999995
9.8,715.0,-202.0,-304.0,795.0,-7.099300799999998
9.82,717.0,-202.0,117.0,1322.0,-7.138933199999998
9.84,722.0,-198.0,393.0,928.0,-7.177780799999997
9.86,726.0,74.0,46.0,978.0,-7.163261999999998
9.88,726.0,-70.0,-429.0,760.0,-7.176995999999999
9.9,731.0,-288.0,167.0,1236.0,-7.233501599999998
9.92,733.0,-187.0,-93.0,1095.0,-7.270190999999997
9.94,737.0,-280.0,-128.0,1025.0,-7.325126999999996
9.96,739.0,-27.0,319.0,1107.0,-7.3304243999999965
9.98,743.0,-253.0,78.0,815.0,-7.380062999999995
10.0,744.0,-144.0,74.0,924.0,-7.408315799999995
10.02,746.0,-159.0,-335.0,1072.0,-7.439511599999994
10.04,747.0,-171.0,-35.0,990.0,-7.473061799999994
10.06,749.0,-89.0,-117.0,760.0,-7.490523599999995
10.08,751.0,-171.0,-218.0,772.0,-7.524073799999995
10.1,753.0,-159.0,54.0,1158.0,-7.555269599999994
10.12,754.0,-183.0,-101.0,904.0,-7.591174199999993
10.14,757.0,-257.0,-11.0,1095.0,-7.641597599999996
10.16,757.0,-191.0,70.0,1072.0,-7.679071799999996
10.18,760.0,-31.0,-156.0,963.0,-7.685153999999995
10.2,761.0,-163.0,-335.0,908.0,-7.717134599999994
10.22,763.0,-179.0,-39.0,932.0,-7.752254399999996
10.24,767.0,-206.0,-206.0,861.0,-7.792671599999996
10.26,769.0,7.0,-3.0,869.0,-7.7912981999999955
10.28,769.0,-89.0,93.0,861.0,-7.808759999999995
10.3,769.0,31.0,-54.0,963.0,-7.802677799999994
10.32,771.0,-120.0,78.0,916.0,-7.826221799999994
10.34,776.0,-140.0,105.0,1170.0,-7.8536897999999935
10.36,776.0,-74.0,171.0,1142.0,-7.868208599999993
10.38,779.0,78.0,-31.0,986.0,-7.852904999999992
10.4,779.0,70.0,105.0,955.0,-7.839170999999992
10.42,779.0,39.0,-39.0,900.0,-7.831519199999993
10.44,783.0,81.0,140.0,834.0,-7.815626999999993
10.46,782.0,-66.0,-81.0,990.0,-7.828576199999993
10.48,785.0,-50.0,-81.0,967.0,-7.838386199999993
10.5,785.0,-214.0,167.0,1127.0,-7.8803729999999925
10.52,788.0,-253.0,195.0,990.0,-7.930011599999991
10.54,790.0,-128.0,74.0,897.0,-7.955125199999991
10.56,791.0,-50.0,-195.0,947.0,-7.964935199999991
10.58,792.0,35.0,-124.0,1146.0,-7.958068199999992
10.6,794.0,0.0,187.0,1283.0,-7.958068199999992
10.62,794.0,-198.0,-245.0,846.0,-7.996915799999991
10.64,797.0,-187.0,-15.0,932.0,-8.033605199999993
10.66,796.0,249.0,191.0,1025.0,-7.984751399999994
10.68,799.0,-42.0,-261.0,760.0,-7.992991799999994
10.7,798.0,-58.0,62.0,885.0,-8.004371399999995
10.72,801.0,-214.0,-218.0,947.0,-8.046358199999998
10.74,801.0,62.0,120.0,998.0,-8.034193799999999
10.76,803.0,-46.0,85.0,1177.0,-8.043218999999999
10.78,805.0,93.0,183.0,936.0,-8.0249724
10.8,805.0,-124.0,-3.0,897.0,-8.0493012
10.82,806.0,-120.0,-241.0,971.0,-8.0728452
10.84,806.0,117.0,202.0,1259.0,-8.0498898
10.86,810.0,-292.0,-140.0,713.0,-8.1071802
10.88,810.0,132.0,-19.0,1029.0,-8.0812818
10.9,810.0,-140.0,-19.0,924.0,-8.108749799999998
10.92,813.0,175.0,85.0,982.0,-8.0744148
10.94,814.0,-296.0,-74.0,822.0,-8.132489999999999
10.96,814.0,15.0,-54.0,869.0,-8.129546999999999
10.98,816.0,-202.0,-46.0,1025.0,-8.169179399999997
11.0,817.0,-27.0,-171.0,943.0,-8.174476799999997
11.02,817.0,167.0,-7.0,826.0,-8.141711399999998
11.04,819.0,-11.0,27.0,951.0,-8.143869599999999
11.06,821.0,89.0,70.0,900.0,-8.126407799999997
11.08,820.0,-97.0,132.0,1064.0,-8.145439199999997
11.1,822.0,-50.0,0.0,1060.0,-8.155249199999997
11.12,822.0,-167.0,7.0,838.0,-8.188014599999995
11.14,823.0,195.0,-234.0,928.0,-8.149755599999994
11.16,825.0,-245.0,23.0,1010.0,-8.197824599999992
11.18,825.0,-109.0,140.0,865.0,-8.21921039999999
11.2,827.0,-101.0,171.0,1045.0,-8.23902659999999
11.22,829.0,-198.0,81.0,1092.0,-8.277874199999992
11.24,829.0,-214.0,226.0,967.0,-8.31986099999999
11.26,830.0,-81.0,66.0,881.0,-8.33575319999999
11.28,830.0,214.0,163.0,1166.0,-8.293766399999992
11.3,831.0,-284.0,-78.0,1006.0,-8.349487199999995
11.32,832.0,-226.0,-97.0,924.0,-8.393828399999995
11.34,833.0,202.0,-11.0,838.0,-8.354195999999996
11.36,834.0,202.0,-97.0,928.0,-8.314563599999998
11.38,835.0,-171.0,-35.0,1033.0,-8.3481138
11.4,833.0,-62.0,74.0,1033.0,-8.3602782
11.42,835.0,140.0,85.0,830.0,-8.3328102
11.44,837.0,-148.0,-214.0,916.0,-8.3618478
11.46,839.0,-74.0,-140.0,1017.0,-8.3763666
11.48,839.0,183.0,101.0,908.0,-8.340462000000002
11.5,840.0,-113.0,23.0,982.0,-8.362632600000001
11.52,841.0,-81.0,-144.0,912.0,-8.378524800000001
11.54,841.0,124.0,152.0,1049.0,-8.354196000000002
11.56,843.0,-214.0,58.0,1142.0,-8.396182800000005
11.58,844.0,-222.0,97.0,1025.0,-8.439739200000005
11.6,845.0,-7.0,58.0,1029.0,-8.441112600000006
11.62,846.0,101.0,117.0,1060.0,-8.421296400000006
11.64,848.0,-179.0,-31.0,1002.0,-8.456416200000008
11.66,846.0,-117.0,-210.0,819.0,-8.479371600000007
11.68,850.0,273.0,179.0,1006.0,-8.425809000000008
11.7,849.0,-288.0,-81.0,986.0,-8.482314600000008
11.72,851.0,-257.0,-19.0,978.0,-8.53273800000001
11.74,853.0,11.0,-35.0,1025.0,-8.53057980000001
11.76,853.0,-253.0,-117.0,885.0,-8.58021840000001
11.78,854.0,-179.0,-27.0,881.0,-8.615338200000009
11.8,858.0,222.0,120.0,1049.0,-8.571781800000005
11.82,855.0,46.0,109.0,1010.0,-8.562756600000005
11.84,855.0,-136.0,39.0,998.0,-8.589439800000005
11.86,856.0,-257.0,-3.0,1006.0,-8.639863200000004
11.88,858.0,319.0,136.0,787.0,-8.5772754
11.9,858.0,-214.0,27.0,1049.0,-8.619262199999998
11.92,859.0,-144.0,-23.0,1115.0,-8.647514999999997
11.94,859.0,-191.0,-3.0,982.0,-8.684989199999995
11.96,863.0,-156.0,-46.0,932.0,-8.715596399999997
11.98,864.0,-144.0,-97.0,865.0,-8.743849199999996
12.0,863.0,-27.0,-187.0,912.0,-8.749146599999996
12.02,865.0,39.0,23.0,924.0,-8.741494799999996
12.04,866.0,-46.0,39.0,1021.0,-8.750519999999996
12.06,868.0,-85.0,-109.0,920.0,-8.767196999999998
12.08,867.0,-237.0,35.0,1080.0,-8.813696399999996
12.1,867.0,-124.0,3.0,963.0,-8.838025199999995
12.12,868.0,206.0,-66.0,865.0,-8.797607999999997
12.14,871.0,-124.0,101.0,1029.0,-8.821936799999998
12.16,872.0,-109.0,0.0,1002.0,-8.843322599999997
12.18,872.0,-234.0,-257.0,865.0,-8.889233399999997
12.2,874.0,218.0,120.0,1123.0,-8.846461799999998
12.22,874.0,-15.0,-35.0,908.0,-8.849404799999999
12.24,876.0,23.0,-23.0,885.0,-8.844892199999999
12.26,874.0,23.0,-144.0,1166.0,-8.840379599999999
12.28,876.0,-183.0,74.0,1049.0,-8.876284199999997
12.3,876.0,42.0,-148.0,776.0,-8.868043799999997
12.32,880.0,-253.0,15.0,1205.0,-8.917682399999997
12.34,880.0,-214.0,-241.0,1088.0,-8.959669199999995
12.36,882.0,288.0,179.0,893.0,-8.903163599999996
12.38,884.0,-226.0,-140.0,1088.0,-8.947504799999999
12.4,882.0,-202.0,140.0,1010.0,-8.987137199999998
12.42,883.0,-85.0,74.0,994.0,-9.003814199999997
12.44,888.0,-117.0,46.0,873.0,-9.026769599999996
12.46,888.0,-136.0,-3.0,967.0,-9.053452799999999
12.48,890.0,-167.0,-39.0,1053.0,-9.086218199999998
12.5,890.0,-93.0,-31.0,959.0,-9.104464799999997
12.52,890.0,-156.0,3.0,963.0,-9.135071999999996
12.54,892.0,-148.0,7.0,994.0,-9.164109599999994
12.56,890.0,-140.0,3.0,978.0,-9.191577599999997
12.58,891.0,-81.0,0.0,990.0,-9.207469799999997
12.6,891.0,-58.0,3.0,990.0,-9.218849399999996
12.62,893.0,-54.0,7.0,998.0,-9.229444199999996
12.64,891.0,-46.0,3.0,986.0,-9.238469399999996
12.66,892.0,-42.0,0.0,982.0,-9.246709799999996
12.68,890.0,-42.0,3.0,994.0,-9.254950199999996
12.7,890.0,-58.0,7.0,990.0,-9.266329799999996
12.72,891.0,-58.0,3.0,986.0,-9.277709399999997
12.74,889.0,-70.0,0.0,982.0,-9.291443399999997
12.76,892.0,-70.0,7.0,982.0,-9.305177399999996
12.78,890.0,-66.0,3.0,986.0,-9.318126599999996
12.8,891.0,-58.0,3.0,982.0,-9.329506199999997
12.82,891.0,-62.0,0.0,982.0,-9.341670599999997
12.84,891.0,-62.0,3.0,982.0,-9.353834999999997
12.86,892.0,-62.0,0.0,986.0,-9.365999399999996
12.88,892.0,-66.0,0.0,978.0,-9.378948599999998
12.9,893.0,-66.0,3.0,986.0,-9.391897799999997
12.92,891.0,-62.0,0.0,975.0,-9.404062199999997
12.94,892.0,-54.0,3.0,982.0,-9.414656999999997
12.96,893.0,-70.0,3.0,986.0,-9.428390999999998
12.98,894.0,-66.0,3.0,978.0,-9.441340199999997
13.0,890.0,-62.0,0.0,990.0,-9.453504599999997
13.02,893.0,-62.0,0.0,990.0,-9.465668999999997
13.04,891.0,-58.0,0.0,986.0,-9.477048599999996
13.06,892.0,-58.0,7.0,994.0,-9.488428199999998
13.08,892.0,-66.0,3.0,978.0,-9.501377399999997
13.1,892.0,-54.0,7.0,982.0,-9.511972199999997
13.12,892.0,-62.0,3.0,986.0,-9.524136599999997
13.14,893.0,-58.0,3.0,982.0,-9.535516199999998
13.16,892.0,-58.0,3.0,982.0,-9.546895799999998
13.18,891.0,-58.0,3.0,978.0,-9.558275399999998
13.2,891.0,-66.0,3.0,986.0,-9.571224599999997
13.22,893.0,-62.0,7.0,982.0,-9.583388999999999
13.24,890.0,-66.0,7.0,978.0,-9.596338199999998
13.26,892.0,-62.0,3.0,986.0,-9.608502599999998
13.28,890.0,-62.0,3.0,990.0,-9.620666999999997
13.3,890.0,-58.0,7.0,986.0,-9.632046599999999
13.32,893.0,-66.0,3.0,978.0,-9.644995799999998
13.34,891.0,-58.0,3.0,982.0,-9.656375399999998
13.36,891.0,-66.0,3.0,994.0,-9.669324599999998
13.38,894.0,-58.0,3.0,990.0,-9.6807042
13.4,892.0,-58.0,0.0,982.0,-9.692083799999999
13.42,891.0,-35.0,0.0,982.0,-9.698950799999999
13.44,892.0,-66.0,3.0,978.0,-9.711899999999998
13.46,891.0,-66.0,0.0,986.0,-9.7248492
13.48,891.0,-58.0,0.0,975.0,-9.7362288
13.5,892.0,-66.0,7.0,978.0,-9.749177999999999
13.52,891.0,-62.0,0.0,982.0,-9.761342399999998
13.54,891.0,-62.0,3.0,986.0,-9.773506799999998
13.56,893.0,-62.0,3.0,990.0,-9.7856712
13.58,893.0,-58.0,3.0,978.0,-9.7970508
13.6,892.0,-66.0,-23.0,990.0,-9.809999999999999
13.62,893.0,-74.0,0.0,1006.0,-9.824518799999998
13.64,891.0,-54.0,-11.0,975.0,-9.8351136
13.66,887.0,-66.0,7.0,982.0,-9.8480628
13.68,893.0,-54.0,7.0,986.0,-9.858657599999999
13.7,891.0,-66.0,0.0,990.0,-9.871606799999999
13.72,894.0,-62.0,3.0,982.0,-9.8837712
13.74,893.0,-62.0,11.0,982.0,-9.8959356
13.76,892.0,-54.0,3.0,986.0,-9.9065304
13.78,891.0,-58.0,0.0,978.0,-9.91791
13.8,893.0,-58.0,11.0,986.0,-9.9292896
13.82,893.0,-58.0,3.0,986.0,-9.9406692
13.84,892.0,-62.0,3.0,982.0,-9.9528336
13.86,891.0,-62.0,3.0,986.0,-9.964998
13.88,892.0,-62.0,7.0,994.0,-9.977162400000001
13.9,890.0,-66.0,3.0,986.0,-9.9901116
13.92,891.0,-54.0,3.0,975.0,-10.0007064
13.94,892.0,-62.0,0.0,982.0,-10.0128708
13.96,892.0,-62.0,0.0,990.0,-10.025035200000001
13.98,891.0,-66.0,7.0,990.0,-10.037984400000001
14.0,894.0,-62.0,0.0,982.0,-10.0501488
14.02,891.0,-58.0,7.0,986.0,-10.0615284
14.04,891.0,-58.0,3.0,994.0,-10.072908
14.06,893.0,-54.0,7.0,986.0,-10.083502800000002
14.08,892.0,-58.0,3.0,982.0,-10.094882400000001
14.1,892.0,-58.0,0.0,986.0,-10.106262000000001
14.12,893.0,-62.0,3.0,994.0,-10.1184264
14.14,891.0,-62.0,3.0,982.0,-10.130590800000002
14.16,894.0,-66.0,3.0,982.0,-10.143540000000002
14.18,893.0,-66.0,0.0,990.0,-10.156489200000001
14.2,891.0,-62.0,3.0,986.0,-10.1686536
14.22,891.0,-62.0,0.0,990.0,-10.180818000000002
14.24,893.0,-62.0,3.0,975.0,-10.192982400000002
14.26,891.0,-62.0,3.0,978.0,-10.205146800000001
14.28,892.0,-62.0,0.0,986.0,-10.217311200000001
14.3,892.0,-66.0,3.0,990.0,-10.230260400000002
14.32,892.0,-58.0,3.0,986.0,-10.241640000000002
14.34,893.0,-62.0,7.0,986.0,-10.253804400000002
14.36,892.0,-66.0,-3.0,990.0,-10.266753600000001
14.38,892.0,-58.0,3.0,986.0,-10.278133200000003
14.4,891.0,-66.0,3.0,982.0,-10.291082400000002
14.42,894.0,-62.0,3.0,986.0,-10.303246800000002
14.44,893.0,-58.0,7.0,982.0,-10.314626400000002
14.46,893.0,-54.0,3.0,986.0,-10.325221200000003
14.48,893.0,-62.0,3.0,978.0,-10.337385600000003
14.5,891.0,-58.0,7.0,978.0,-10.348765200000003
14.52,893.0,-62.0,11.0,994.0,-10.360929600000002
14.54,894.0,-66.0,3.0,975.0,-10.373878800000002
14.56,892.0,-70.0,7.0,975.0,-10.387612800000003
14.58,891.0,-54.0,7.0,982.0,-10.398207600000003
14.6,893.0,-62.0,7.0,982.0,-10.410372000000002
14.62,891.0,-66.0,3.0,978.0,-10.423321200000002
14.64,893.0,-62.0,0.0,990.0,-10.435485600000003
14.66,891.0,-62.0,3.0,990.0,-10.447650000000003
14.68,891.0,-58.0,3.0,986.0,-10.459029600000003
14.7,892.0,-62.0,0.0,990.0,-10.471194000000002
14.72,889.0,-66.0,3.0,978.0,-10.484143200000004
14.74,891.0,-58.0,0.0,982.0,-10.495522800000003
14.76,891.0,-54.0,3.0,986.0,-10.506117600000003
14.78,891.0,-66.0,3.0,982.0,-10.519066800000003
14.8,891.0,-62.0,7.0,986.0,-10.531231200000004
14.82,891.0,-58.0,3.0,986.0,-10.542610800000004
14.84,891.0,-62.0,0.0,986.0,-10.554775200000003
14.86,892.0,-62.0,7.0,986.0,-10.566939600000003
14.88,892.0,-58.0,3.0,986.0,-10.578319200000005
14.9,892.0,-62.0,7.0,994.0,-10.590483600000004
14.92,892.0,-54.0,3.0,982.0,-10.601078400000004
14.94,892.0,-58.0,0.0,986.0,-10.612458000000004
14.96,893.0,-62.0,0.0,994.0,-10.624622400000005
14.98,891.0,15.0,78.0,1103.0,-10.621679400000005
15.0,893.0,-19.0,31.0,1092.0,-10.625407200000005
15.02,890.0,-269.0,117.0,826.0,-10.678185000000004
15.04,892.0,50.0,35.0,1131.0,-10.668375000000005
15.06,891.0,-206.0,-46.0,787.0,-10.708792200000007
15.08,890.0,-257.0,0.0,1037.0,-10.759215600000006
15.1,891.0,124.0,78.0,1111.0,-10.734886800000007
15.12,887.0,-120.0,27.0,877.0,-10.758430800000006
15.14,887.0,-50.0,-11.0,772.0,-10.768240800000006
15.16,889.0,-128.0,7.0,873.0,-10.793354400000005
15.18,887.0,0.0,-124.0,756.0,-10.793354400000005
15.2,885.0,19.0,144.0,881.0,-10.789626600000005
15.22,885.0,66.0,113.0,1138.0,-10.776677400000004
15.24,885.0,-175.0,-124.0,893.0,-10.811012400000003
15.26,884.0,-183.0,85.0,1092.0,-10.846917000000001
15.28,880.0,105.0,132.0,932.0,-10.826316000000002
15.3,881.0,-23.0,-159.0,928.0,-10.830828600000002
15.32,880.0,-128.0,109.0,1049.0,-10.855942200000001
15.34,879.0,0.0,128.0,772.0,-10.855942200000001
15.36,876.0,-417.0,-214.0,1173.0,-10.9377576
15.38,878.0,50.0,19.0,1017.0,-10.9279476
15.4,879.0,-351.0,-27.0,1049.0,-10.996813799999998
15.42,877.0,58.0,-140.0,971.0,-10.985434199999998
15.44,875.0,-171.0,132.0,889.0,-11.018984399999997
15.46,873.0,-202.0,-97.0,916.0,-11.0586168
15.48,873.0,15.0,-50.0,1064.0,-11.0556738
15.5,871.0,-226.0,58.0,916.0,-11.100014999999999
15.52,870.0,81.0,-19.0,850.0,-11.0841228
15.54,867.0,66.0,386.0,1209.0,-11.0711736
15.56,866.0,-269.0,-128.0,943.0,-11.123951400000003
15.58,864.0,-101.0,-19.0,994.0,-11.143767600000002
15.6,864.0,11.0,74.0,1099.0,-11.141609400000002
15.62,862.0,-132.0,70.0,889.0,-11.167507800000001
15.64,861.0,39.0,-175.0,982.0,-11.159856000000001
15.66,861.0,-23.0,-136.0,1056.0,-11.164368600000001
15.68,856.0,54.0,128.0,889.0,-11.153773800000002
15.7,857.0,-42.0,11.0,873.0,-11.162014200000002
15.72,856.0,-58.0,66.0,1010.0,-11.173393800000003
15.74,857.0,-144.0,62.0,959.0,-11.201646600000002
15.76,855.0,-78.0,97.0,1138.0,-11.216950200000001
15.78,853.0,31.0,195.0,1131.0,-11.210868000000001
15.8,851.0,-39.0,-3.0,943.0,-11.218519800000001
15.82,851.0,-120.0,-327.0,1068.0,-11.2420638
15.84,849.0,-136.0,50.0,936.0,-11.268747
15.86,850.0,-163.0,120.0,1033.0,-11.300727599999998
15.88,846.0,-218.0,0.0,1095.0,-11.343499200000002
15.9,843.0,31.0,74.0,971.0,-11.337417000000002
15.92,844.0,89.0,128.0,1045.0,-11.319955200000003
15.94,842.0,70.0,-27.0,783.0,-11.306221200000003
15.96,843.0,-31.0,-179.0,803.0,-11.312303400000003
15.98,841.0,-187.0,27.0,963.0,-11.348992800000001
16.0,839.0,-97.0,-120.0,877.0,-11.3680242
16.02,836.0,-128.0,152.0,1209.0,-11.3931378
16.04,835.0,23.0,105.0,947.0,-11.3886252
16.06,836.0,-163.0,27.0,861.0,-11.420605799999999
16.08,830.0,-261.0,-7.0,951.0,-11.471813999999998
16.1,830.0,-234.0,-23.0,943.0,-11.517724800000005
16.12,828.0,-148.0,109.0,994.0,-11.546762400000004
16.14,826.0,-156.0,35.0,928.0,-11.577369600000003
16.16,826.0,-54.0,-11.0,971.0,-11.587964400000002
16.18,825.0,89.0,-31.0,830.0,-11.570502600000003
16.2,824.0,50.0,-3.0,1041.0,-11.560692600000003
16.22,822.0,-58.0,-136.0,978.0,-11.572072200000003
16.24,821.0,-183.0,132.0,1138.0,-11.607976800000001
16.26,818.0,15.0,148.0,1029.0,-11.605033800000001
16.28,817.0,-66.0,50.0,1088.0,-11.617983
16.3,816.0,-280.0,-54.0,873.0,-11.672919
16.32,814.0,-144.0,-85.0,1014.0,-11.7011718
16.34,816.0,58.0,58.0,1134.0,-11.6897922
16.36,812.0,-156.0,-35.0,932.0,-11.720399399999998
16.38,812.0,-97.0,27.0,889.0,-11.739430799999997
16.4,809.0,-31.0,-124.0,994.0,-11.745512999999997
16.42,808.0,-81.0,50.0,737.0,-11.7614052
16.44,806.0,-3.0,-50.0,951.0,-11.7619938
16.46,805.0,-23.0,70.0,889.0,-11.7665064
16.48,803.0,-198.0,132.0,1127.0,-11.805354
16.5,802.0,-50.0,39.0,1056.0,-11.815164
16.52,800.0,-78.0,-191.0,803.0,-11.830467599999999
16.54,794.0,-191.0,-11.0,1056.0,-11.867941799999997
16.56,793.0,58.0,-42.0,994.0,-11.856562199999997
16.58,793.0,62.0,152.0,978.0,-11.844397799999998
16.6,789.0,-15.0,-97.0,939.0,-11.847340799999998
16.62,789.0,-85.0,46.0,924.0,-11.864017799999997
16.64,788.0,7.0,89.0,955.0,-11.862644399999997
16.66,786.0,-3.0,-156.0,873.0,-11.863232999999997
16.68,784.0,-136.0,234.0,1248.0,-11.889916199999996
16.7,784.0,132.0,7.0,998.0,-11.864017799999997
16.72,781.0,-179.0,152.0,959.0,-11.899137599999996
16.74,781.0,66.0,-312.0,885.0,-11.886188399999996
16.76,779.0,27.0,42.0,1006.0,-11.880890999999995
16.78,776.0,-42.0,210.0,1142.0,-11.889131399999995
16.8,774.0,-23.0,-120.0,893.0,-11.893643999999995
16.82,774.0,-78.0,11.0,916.0,-11.908947599999994
16.84,773.0,109.0,93.0,1014.0,-11.887561799999995
16.86,771.0,-226.0,39.0,1053.0,-11.931902999999995
16.88,772.0,35.0,27.0,943.0,-11.925035999999995
16.9,770.0,-50.0,-124.0,783.0,-11.934845999999995
16.92,765.0,-124.0,-89.0,1088.0,-11.9591748
16.94,768.0,-23.0,-237.0,702.0,-11.9636874
16.96,765.0,-198.0,39.0,1017.0,-12.002534999999998
16.98,761.0,101.0,66.0,1170.0,-11.982718799999999
17.0,759.0,7.0,-50.0,1037.0,-11.981345399999999
17.02,759.0,-74.0,85.0,1037.0,-11.995864199999998
17.04,757.0,-81.0,124.0,1053.0,-12.011756399999998
17.06,757.0,-105.0,74.0,1088.0,-12.032357399999997
17.08,755.0,31.0,-35.0,760.0,-12.026275199999997
17.1,754.0,-140.0,89.0,1080.0,-12.053743200000001
17.12,754.0,-234.0,-105.0,971.0,-12.099654000000001
17.14,752.0,97.0,140.0,1029.0,-12.080622600000002
17.16,751.0,-35.0,-222.0,717.0,-12.087489600000001
17.18,749.0,-296.0,-374.0,838.0,-12.1455648
17.2,748.0,-66.0,113.0,1103.0,-12.158514
17.22,745.0,-19.0,-198.0,1049.0,-12.1622418
17.24,745.0,-136.0,-280.0,647.0,-12.188925
17.26,744.0,-187.0,202.0,1236.0,-12.225614400000005
17.28,741.0,19.0,-15.0,924.0,-12.221886600000005
17.3,740.0,144.0,93.0,959.0,-12.193633800000006
17.32,739.0,-74.0,35.0,912.0,-12.208152600000005
17.34,740.0,-132.0,27.0,1056.0,-12.234051000000004
17.36,739.0,-15.0,39.0,998.0,-12.236994000000005
17.38,737.0,7.0,7.0,904.0,-12.235620600000004
17.4,735.0,-222.0,280.0,1002.0,-12.279177000000004
17.42,735.0,-222.0,31.0,1014.0,-12.322733400000011
17.44,733.0,-7.0,-3.0,1021.0,-12.324106800000012
17.46,732.0,54.0,89.0,1033.0,-12.313512000000012
17.48,729.0,-85.0,210.0,1095.0,-12.330189000000011
17.5,727.0,-124.0,54.0,1025.0,-12.35451780000001
17.52,727.0,-202.0,-35.0,916.0,-12.39415020000001
17.54,725.0,-156.0,-23.0,928.0,-12.424757400000008
17.56,725.0,-222.0,156.0,1107.0,-12.468313800000008
17.58,724.0,-23.0,-27.0,900.0,-12.472826400000008
17.6,722.0,-3.0,163.0,1053.0,-12.473415000000008
17.62,721.0,-54.0,144.0,1010.0,-12.484009800000008
17.64,717.0,23.0,191.0,1049.0,-12.479497200000008
17.66,714.0,-97.0,-85.0,756.0,-12.498528600000007
17.68,712.0,-327.0,-148.0,971.0,-12.562686000000006
17.7,710.0,-245.0,62.0,986.0,-12.610755000000005
17.72,707.0,-179.0,70.0,939.0,-12.645874800000003
17.74,705.0,-124.0,0.0,838.0,-12.670203600000002
17.76,697.0,-7.0,-19.0,1006.0,-12.671577000000003
17.78,693.0,-93.0,85.0,1072.0,-12.689823600000002
17.8,693.0,-152.0,124.0,1158.0,-12.719646000000001
17.82,692.0,-11.0,11.0,951.0,-12.721804200000001
17.84,695.0,58.0,-113.0,1056.0,-12.710424600000001
17.86,689.0,97.0,-23.0,978.0,-12.691393200000002
17.88,691.0,58.0,-50.0,807.0,-12.680013600000002
17.9,686.0,-50.0,31.0,951.0,-12.689823600000002
17.92,675.0,-136.0,23.0,1084.0,-12.716506800000007
17.94,671.0,-46.0,85.0,1025.0,-12.725532000000007
17.96,666.0,-105.0,-19.0,947.0,-12.746133000000006
17.98,666.0,-257.0,-78.0,893.0,-12.796556400000005
18.0,672.0,15.0,-167.0,752.0,-12.793613400000005
18.02,677.0,66.0,-113.0,1029.0,-12.780664200000006
18.04,682.0,0.0,-74.0,912.0,-12.780664200000006
18.06,683.0,-269.0,-35.0,1060.0,-12.833442000000005
18.08,685.0,-206.0,-140.0,1053.0,-12.873859200000004
18.1,686.0,-23.0,11.0,963.0,-12.878371800000004
18.12,684.0,-101.0,23.0,1060.0,-12.898188000000003
18.14,684.0,-132.0,230.0,994.0,-12.924086400000002
18.16,681.0,-210.0,-66.0,932.0,-12.9652884
18.18,674.0,-347.0,-132.0,1115.0,-13.0333698
18.2,666.0,-304.0,-273.0,893.0,-13.093014599999998
18.22,662.0,-222.0,85.0,939.0,-13.136570999999998
18.24,662.0,-183.0,-113.0,877.0,-13.172475599999997
18.26,658.0,-70.0,-179.0,807.0,-13.1862096
18.28,651.0,-62.0,-113.0,889.0,-13.198374
18.3,640.0,-245.0,-62.0,932.0,-13.246442999999998
18.32,638.0,-234.0,-50.0,986.0,-13.292353799999997
18.34,634.0,-214.0,-39.0,1049.0,-13.334340599999996
