Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s),vy (m/s),vz (m/s),PWM,v_resultant (m/s)
5.88,1110,-22.7285714285714,119.914285714286,3.24285714285713,-1.70551614857143,-0.323539405714287,-0.00884581714285863,2213,1.73595545120513
5.92,1106,-96.7285714285714,-43.0857142857143,-134.757142857143,-1.74347244,-0.340446240000002,-0.0617245200000015,2213,1.77747284303837
5.96,1109,4.27142857142857,-64.0857142857143,45.2428571428571,-1.74179633142857,-0.365593474285716,-0.0439712228571444,2213,1.78029394119563
6,1114,8.27142857142857,7.91428571428572,-105.757142857143,-1.73855062285714,-0.36248790857143,-0.0854703257142873,2213,1.77799351198905
6.04,1115,106.271428571429,16.9142857142857,76.2428571428571,-1.69684971428571,-0.355850742857145,-0.0555526285714301,2213,1.73465120373079
6.08,1112,-16.7285714285714,-90.0857142857143,-102.757142857143,-1.70341400571429,-0.391200377142859,-0.095874531428573,2213,1.75038536777389
6.12,1111,18.2714285714286,34.9142857142857,110.242857142857,-1.69624429714286,-0.377500011428573,-0.0526152342857158,2213,1.7385394263856
6.16,1117,2.27142857142857,-25.0857142857143,48.2428571428571,-1.69535298857143,-0.387343645714287,-0.0336847371428587,2213,1.73936526274664
6.2,1119,-13.7285714285714,6.91428571428572,117.242857142857,-1.70074008,-0.384630480000002,0.0123213599999985,2213,1.74373428072504
6.24,1119,-18.7285714285714,-46.0857142857143,-15.7571428571429,-1.70808917142857,-0.402714514285716,0.00613825714285564,2383,1.75493170116922
6.28,1114,-22.7285714285714,16.9142857142857,87.2428571428571,-1.71700786285714,-0.39607734857143,0.0403723542857128,2553,1.7625615433667
6.32,1112,-62.7285714285714,-43.0857142857143,17.2428571428571,-1.74162255428571,-0.412984182857145,0.04713845142857,2553,1.79053821251878
6.36,1113,0.271428571428572,18.9142857142857,48.2428571428571,-1.74151604571429,-0.405562217142859,0.0660689485714271,2724,1.78933617730696
6.4,1116,8.27142857142857,-59.0857142857143,7.24285714285713,-1.73827033714286,-0.428747451428573,0.0689110457142843,2724,1.7916910655352
6.44,1123,18.2714285714286,-23.0857142857143,31.2428571428571,-1.73110062857143,-0.437806285714288,0.0811707428571414,2724,1.78744857815472
6.48,1121,72.2714285714286,-11.0857142857143,-55.7571428571429,-1.70274132,-0.442156320000002,0.0592916399999985,4085,1.76021183745741
6.52,1125,24.2714285714286,-59.0857142857143,-45.7571428571429,-1.69321721142857,-0.465341554285716,0.0413365371428561,4085,1.7564839869825
6.56,1121,71.2714285714286,-13.0857142857143,37.2428571428571,-1.66525030285714,-0.47047638857143,0.0559506342857132,5277,1.73133967691092
6.6,1125,-36.7285714285714,-21.0857142857143,-89.7571428571429,-1.67966259428571,-0.478750422857144,0.0207299314285703,5277,1.74668203405358
6.64,1121,71.2714285714286,9.91428571428572,73.2428571428571,-1.65169568571429,-0.474860057142858,0.0494704285714275,5447,1.71931324527555
6.68,1125,46.2714285714286,-26.0857142857143,-134.757142857143,-1.63353877714286,-0.485096091428573,-0.00340827428571543,5447,1.7040477606811
6.72,1124,40.2714285714286,14.9142857142857,56.2428571428571,-1.61773626857143,-0.479243725714287,0.0186614228571417,5447,1.68733323086786
6.76,1121,-44.7285714285714,-49.0857142857143,-39.7571428571429,-1.63528776,-0.498504960000001,0.00306071999999886,5447,1.70958551150779
6.8,1120,4.27142857142857,-6.08571428571429,-24.7571428571429,-1.63361165142857,-0.500892994285716,-0.00665398285714402,5958,1.7086910472334
6.84,1121,-109.728571428571,-50.0857142857143,20.2428571428571,-1.67666914285714,-0.52054662857143,0.00128931428571313,5958,1.75561666358511
6.88,1116,-96.7285714285714,21.9142857142857,-6.75714285714287,-1.71462543428571,-0.511947462857144,-0.00136218857142973,6298,1.78942237612673
6.92,1115,-35.7285714285714,-0.0857142857142854,-27.7571428571429,-1.72864532571429,-0.511981097142858,-0.0122540914285726,6298,1.80291138681361
6.96,1116,-139.728571428571,6.91428571428572,-48.7571428571429,-1.78347481714286,-0.509267931428573,-0.0313863942857155,6298,1.8550259715461
7,1111,19.2714285714286,6.91428571428572,21.2428571428571,-1.77591270857143,-0.506554765714287,-0.0230506971428583,6298,1.8468879266951
7.04,1122,-177.728571428571,8.91428571428572,-53.7571428571429,-1.8456534,-0.503056800000001,-0.0441450000000012,6298,1.91349193831142
7.08,1111,-134.728571428571,-88.0857142857143,76.2428571428571,-1.89852089142857,-0.537621634285716,-0.014227302857144,6298,1.97322604204115
7.12,1116,-122.728571428571,-18.0857142857143,-1.75714285714287,-1.94667958285714,-0.54471846857143,-0.0149168057142869,6298,2.02150986131861
7.16,1113,-85.7285714285714,-25.0857142857143,-12.7571428571429,-1.98031947428571,-0.554562102857144,-0.0199227085714298,6298,2.05659944094065
7.2,1114,-164.728571428571,49.9142857142857,-36.7571428571429,-2.04495896571429,-0.534975737142858,-0.0343462114285726,6298,2.11405673363472
7.24,1114,-39.7285714285714,-29.0857142857143,-31.7571428571429,-2.06054845714286,-0.546388971428573,-0.0468077142857155,6298,2.13227386009613
7.28,1117,-86.7285714285714,-20.0857142857143,-32.7571428571429,-2.09458074857143,-0.554270605714287,-0.0596616171428584,6298,2.16749715690818
7.32,1123,-106.728571428571,17.9142857142857,79.2428571428571,-2.13646104,-0.547241040000001,-0.0285667200000012,6298,2.20561886752669
7.36,1113,-106.728571428571,70.9142857142857,-48.7571428571429,-2.17834133142857,-0.519414274285716,-0.0476990228571441,6298,2.23991904793974
7.4,1113,-102.728571428571,-140.085714285714,-75.7571428571429,-2.21865202285714,-0.57438390857143,-0.077426125714287,6298,2.29310455014528
7.44,1127,-143.728571428571,31.9142857142857,61.2428571428571,-2.27505111428571,-0.561860742857144,-0.0533944285714298,6298,2.34401280542132
7.48,1123,-125.728571428571,96.9142857142857,61.2428571428571,-2.32438700571429,-0.523831577142858,-0.0293627314285727,6298,2.38286311892697
7.52,1130,-84.7285714285714,66.9142857142857,-21.7571428571429,-2.35763449714286,-0.497574411428573,-0.0379002342857153,6298,2.40986662385814
7.56,1117,-43.7285714285714,-126.085714285714,-262.757142857143,-2.37479358857143,-0.547050445714288,-0.141006137142858,6298,2.44106360203664
7.6,1129,-72.7285714285714,29.9142857142857,36.2428571428571,-2.40333228,-0.535312080000002,-0.126784440000001,6298,2.46548968063345
7.64,1132,-138.728571428571,-110.085714285714,-145.757142857143,-2.45776937142857,-0.578509714285716,-0.183979542857144,6298,2.53163035312134
7.68,1126,-162.728571428571,-166.085714285714,1.24285714285713,-2.52162406285714,-0.643681748571431,-0.183491845714287,6298,2.60894295937412
7.72,1120,-149.728571428571,197.914285714286,142.242857142857,-2.58037755428571,-0.566020182857145,-0.12767574857143,6298,2.64481157492106
7.76,1129,-56.7285714285714,-72.0857142857143,97.2428571428571,-2.60263784571429,-0.594306617142859,-0.0895176514285725,6298,2.67113038263604
7.8,1136,-96.7285714285714,-122.085714285714,-269.757142857143,-2.64059413714286,-0.642213051428573,-0.195370354285716,6298,2.72458154142469
