Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s)
21.46,344.0,-70.0,3.0,986.0,-1.0704672000000015
21.48,344.0,-78.0,3.0,986.0,-1.0857708000000013
21.5,344.0,-74.0,0.0,978.0,-1.1002896000000009
21.52,343.0,-74.0,0.0,986.0,-1.1148084000000005
21.54,343.0,-70.0,3.0,990.0,-1.1285424000000002
21.56,344.0,-74.0,0.0,982.0,-1.1430611999999998
21.58,343.0,-62.0,0.0,986.0,-1.1552255999999994
21.6,345.0,-70.0,0.0,975.0,-1.1689596000000015
21.62,343.0,-70.0,0.0,975.0,-1.1826936000000012
21.64,343.0,-66.0,0.0,986.0,-1.195642800000001
21.66,343.0,-62.0,3.0,982.0,-1.2078072000000006
21.68,345.0,-70.0,7.0,986.0,-1.2215412000000003
21.7,344.0,-74.0,0.0,982.0,-1.23606
21.72,344.0,-74.0,0.0,986.0,-1.2505787999999995
21.74,343.0,-70.0,0.0,975.0,-1.2643127999999992
21.76,343.0,-74.0,-3.0,978.0,-1.2788316000000015
21.78,344.0,-74.0,0.0,978.0,-1.2933504000000011
21.8,344.0,-66.0,0.0,990.0,-1.306299600000001
21.82,343.0,-70.0,-3.0,986.0,-1.3200336000000006
21.84,343.0,-70.0,3.0,986.0,-1.3337676000000003
21.86,344.0,-70.0,0.0,978.0,-1.3475016
21.88,344.0,-81.0,3.0,986.0,-1.3633937999999997
21.9,344.0,-70.0,0.0,978.0,-1.3771277999999993
21.92,344.0,-66.0,0.0,986.0,-1.3900770000000013
21.94,345.0,-70.0,3.0,982.0,-1.403811000000001
21.96,343.0,-74.0,0.0,978.0,-1.4183298000000006
21.98,344.0,-74.0,3.0,982.0,-1.4328486000000002
22.0,344.0,-70.0,-3.0,986.0,-1.4465826
22.02,344.0,-62.0,0.0,986.0,-1.4587469999999996
22.04,344.0,-70.0,0.0,975.0,-1.4724809999999993
22.06,343.0,-70.0,3.0,986.0,-1.486214999999999
22.08,344.0,-66.0,-3.0,994.0,-1.4991641999999987
22.1,344.0,-70.0,0.0,978.0,-1.5128982000000009
22.12,344.0,-70.0,0.0,982.0,-1.5266322000000005
22.14,344.0,-62.0,0.0,990.0,-1.5387966000000002
22.16,344.0,-66.0,0.0,982.0,-1.5517458
22.18,343.0,-70.0,3.0,986.0,-1.5654797999999996
22.2,343.0,-70.0,0.0,990.0,-1.5792137999999993
22.22,344.0,-70.0,0.0,982.0,-1.592947799999999
22.24,343.0,-74.0,3.0,990.0,-1.6074665999999986
22.26,344.0,-62.0,0.0,982.0,-1.6196310000000005
22.28,345.0,-62.0,0.0,975.0,-1.6317954000000001
22.3,344.0,-74.0,3.0,986.0,-1.6463141999999997
22.32,344.0,-66.0,3.0,982.0,-1.6592633999999995
22.34,344.0,-66.0,0.0,982.0,-1.6722125999999993
22.36,345.0,-78.0,3.0,978.0,-1.687516199999999
22.38,343.0,-66.0,0.0,978.0,-1.7004653999999988
22.4,345.0,-70.0,0.0,986.0,-1.7141993999999985
22.42,344.0,-70.0,3.0,978.0,-1.7279334000000006
22.44,344.0,-74.0,0.0,982.0,-1.7424522000000002
22.46,343.0,-62.0,3.0,978.0,-1.7546165999999999
22.48,344.0,-70.0,0.0,975.0,-1.7683505999999996
22.5,344.0,-66.0,0.0,990.0,-1.7812997999999993
22.52,343.0,-74.0,3.0,978.0,-1.795818599999999
22.54,345.0,-70.0,0.0,978.0,-1.8095525999999986
22.56,343.0,-70.0,-3.0,986.0,-1.8232865999999983
22.58,344.0,-66.0,3.0,982.0,-1.836235799999998
22.6,343.0,-70.0,0.0,978.0,-1.8499698000000002
22.62,344.0,-74.0,3.0,998.0,-1.8644885999999998
22.64,343.0,-70.0,-3.0,982.0,-1.8782225999999995
22.66,344.0,-66.0,3.0,986.0,-1.8911717999999993
22.68,343.0,-66.0,3.0,986.0,-1.904120999999999
22.7,345.0,-70.0,3.0,986.0,-1.9178549999999988
22.72,343.0,-66.0,0.0,982.0,-1.9308041999999985
22.74,345.0,-70.0,3.0,990.0,-1.9445381999999982
22.76,344.0,-66.0,0.0,990.0,-1.9574874000000002
22.78,344.0,-70.0,3.0,990.0,-1.9712214
22.8,344.0,-70.0,3.0,982.0,-1.9849553999999996
22.82,343.0,-74.0,3.0,990.0,-1.9994741999999992
22.84,343.0,-70.0,3.0,982.0,-2.013208199999999
22.86,344.0,-62.0,3.0,982.0,-2.0253725999999985
22.88,343.0,-70.0,3.0,975.0,-2.0391065999999984
22.9,343.0,-62.0,3.0,982.0,-2.051270999999998
22.92,344.0,-70.0,0.0,990.0,-2.065005
22.94,344.0,-70.0,3.0,994.0,-2.078739
22.96,344.0,-66.0,0.0,975.0,-2.0916881999999997
22.98,344.0,-74.0,11.0,986.0,-2.1062069999999995
23.0,344.0,-70.0,0.0,982.0,-2.1199409999999994
23.02,344.0,-66.0,0.0,978.0,-2.132890199999999
23.04,344.0,-70.0,7.0,975.0,-2.146624199999999
23.06,344.0,-70.0,7.0,978.0,-2.160358199999999
23.08,343.0,-74.0,7.0,986.0,-2.1748769999999986
23.1,343.0,-78.0,0.0,990.0,-2.190180600000001
23.12,344.0,-74.0,0.0,982.0,-2.204699400000001
23.14,344.0,-70.0,0.0,978.0,-2.2184334000000008
23.16,344.0,-62.0,0.0,986.0,-2.2305978000000004
23.18,344.0,-62.0,3.0,982.0,-2.2427622
23.2,344.0,-66.0,0.0,978.0,-2.2557113999999996
23.22,343.0,-66.0,-3.0,986.0,-2.268660599999999
23.24,344.0,-70.0,3.0,978.0,-2.282394599999999
23.26,343.0,-70.0,3.0,975.0,-2.296128600000001
23.28,344.0,-70.0,-3.0,982.0,-2.309862600000001
23.3,344.0,-74.0,0.0,982.0,-2.324381400000001
23.32,344.0,-78.0,0.0,982.0,-2.3396850000000007
23.34,344.0,-70.0,7.0,978.0,-2.3534190000000006
23.36,343.0,-70.0,3.0,978.0,-2.3671530000000005
23.38,344.0,-74.0,0.0,986.0,-2.3816718000000003
23.4,343.0,-70.0,3.0,982.0,-2.3954058000000003
23.42,344.0,-70.0,3.0,982.0,-2.4091398000000024
23.44,343.0,-62.0,0.0,982.0,-2.421304200000002
23.46,344.0,-74.0,0.0,982.0,-2.435823000000002
23.48,345.0,-70.0,0.0,982.0,-2.4495570000000018
23.5,345.0,-70.0,0.0,978.0,-2.4632910000000017
23.52,344.0,-66.0,3.0,982.0,-2.4762402000000012
23.54,343.0,-78.0,0.0,982.0,-2.491543800000001
23.56,344.0,-66.0,-3.0,982.0,-2.5044930000000005
23.58,343.0,-74.0,0.0,986.0,-2.5190118000000004
23.6,344.0,-70.0,11.0,990.0,-2.5327458000000025
23.62,344.0,-70.0,3.0,982.0,-2.5464798000000024
23.64,344.0,-70.0,3.0,982.0,-2.5602138000000023
23.68,344.0,-66.0,-3.0,986.0,-2.586112200000002
23.7,344.0,-70.0,0.0,982.0,-2.5998462000000018
23.72,344.0,-74.0,3.0,982.0,-2.6143650000000016
23.76,344.0,-70.0,0.0,982.0,-2.6418330000000037
25.02,346.0,-70.0,3.0,975.0,-3.507075000000002
