Time (s),Distance (cm),ax (mg),ay (mg),az (mg),vx (m/s),vy (m/s),vz (m/s),PWM,v_resultant (m/s)
4.52,1087,-202.728571428571,-12.0857142857143,139.242857142857,-2.33540784,-1.14447384,-0.697216320000005,8511,2.6925936838766
4.56,1076,-202.728571428571,-310.085714285714,-62.7571428571429,-2.41495853142857,-1.26615147428572,-0.721842222857147,8511,2.82067730502
4.6,1076,-81.7285714285714,-15.0857142857143,140.242857142857,-2.44702882285714,-1.27207110857143,-0.66681092571429,8511,2.83738467180742
4.64,1070,54.2714285714286,554.914285714286,605.242857142857,-2.42573271428571,-1.05432274285715,-0.429313628571433,8511,2.67956821875072
4.68,1058,-44.7285714285714,-248.085714285714,-252.757142857143,-2.44328420571428,-1.15167157714286,-0.528495531428576,8511,2.75232495505737
4.72,996,10.2714285714286,-352.085714285714,141.242857142857,-2.43925369714286,-1.28983001142857,-0.473071834285719,8511,2.79953871518173
4.76,952,-17.7285714285714,-5.08571428571429,122.242857142857,-2.44621038857143,-1.29182564571429,-0.425103737142861,8511,2.7988340342744
4.8,1015,7.27142857142857,-266.085714285714,-318.757142857143,-2.44335708,-1.39623768,-0.550184040000004,8511,2.86743368838909
4.84,958,5.27142857142857,363.914285714286,-206.757142857143,-2.44128857142857,-1.25343771428572,-0.631315542857147,8511,2.81594660944318
4.88,963,-38.7285714285714,5.91428571428572,44.2428571428571,-2.45648566285714,-1.25111694857143,-0.61395464571429,8511,2.82427968477266
4.92,961,175.271428571429,-138.085714285714,-95.7571428571429,-2.38770915428571,-1.30530178285715,-0.651529748571433,8511,2.79811700310466
4.96,920,-42.7285714285714,95.9142857142857,-333.757142857143,-2.40447584571428,-1.26766501714286,-0.782496051428576,8511,2.82856478780539
5,895,-42.7285714285714,-125.085714285714,35.2428571428571,-2.42124253714286,-1.31674865142857,-0.768666754285719,8511,2.86130931810126
5.04,889,-353.728571428571,-163.085714285714,-404.757142857143,-2.56004562857143,-1.38074348571429,-0.927493457142862,8511,3.05295435713555
5.08,890,18.2714285714286,286.914285714286,-8.75714285714287,-2.55287592,-1.26815832,-0.930929760000005,8511,2.99867157347295
